platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,,degrees_north,degrees_east
ALFA,nep,SETSA7,nepALFASETSA7,Underwater mooring,73.0,SETSA7,44.5582,-124.2337
ALFA,nep,SETSA8,nepALFASETSA8,Underwater mooring,75.0,SETSA8,44.5583,-124.243
ALFA,nep,SETSB1,nepALFASETSB1,Underwater mooring,56.0,SETSB1,44.541,-124.1775
ALFA,nep,SETSB2,nepALFASETSB2,Underwater mooring,58.0,SETSB2,44.542,-124.1863
ALFA,nep,SETSB3,nepALFASETSB3,Underwater mooring,59.0,SETSB3,44.5415,-124.1958
ALFA,nep,SETSB4,nepALFASETSB4,Underwater mooring,61.0,SETSB4,44.5418,-124.2052
ALFA,nep,SETSB5,nepALFASETSB5,Underwater mooring,65.0,SETSB5,44.5417,-124.215
ALFA,nep,SETSB6,nepALFASETSB6,Underwater mooring,69.0,SETSB6,44.5415,-124.2242
ALFA,nep,SETSB7,nepALFASETSB7,Underwater mooring,74.0,SETSB7,44.5417,-124.2337
ALFA,nep,SETSB8,nepALFASETSB8,Underwater mooring,73.0,SETSB8,44.5417,-124.243
ALSEA,nep,5RIVERS-5RIVERS,nepALSEA5RIVERS-5RIVERS,Underwater mooring,3.0,5RIVERS-5RIVERS,44.215048,-123.493317
ALSEA,nep,NEHALEM-O,nepALSEANEHALEM-O,Underwater mooring,2.1,NEHALEM-O,45.484323,-123.45422
ALSEA,nep,Jaws Inner-001,nepALSEAJaws Inner-001,Underwater mooring,4.7,Jaws Inner-001,44.4240463542,-124.076381107
ALSEA,nep,Jaws Inner-002,nepALSEAJaws Inner-002,Underwater mooring,9.0,Jaws Inner-002,44.4233340679,-124.075538913
ALSEA,nep,Jaws Inner-003,nepALSEAJaws Inner-003,Underwater mooring,9.0,Jaws Inner-003,44.4226191733,-124.074973062
ALSEA,nep,Jaws outer-001,nepALSEAJaws outer-001,Underwater mooring,9.0,Jaws outer-001,44.421937,-124.077673981
ALSEA,nep,Jaws outer-002,nepALSEAJaws outer-002,Underwater mooring,9.0,Jaws outer-002,44.4212947887,-124.078893271
ALSEA,nep,MidEstuary-001,nepALSEAMidEstuary-001,Underwater mooring,4.0,MidEstuary-001,44.4380728003,-124.064852044
ALSEA,nep,MidEstuary-002,nepALSEAMidEstuary-002,Underwater mooring,3.0,MidEstuary-002,44.4370650384,-124.062860969
ALSEA,nep,MidEstuary-003,nepALSEAMidEstuary-003,Underwater mooring,3.0,MidEstuary-003,44.4357028093,-124.062195452
ALSEA,nep,Mouth of Fall Cr.-001,nepALSEAMouth of Fall Cr.-001,Underwater mooring,1.8,Mouth of Fall Cr.-001,44.3760617324,-123.733223482
ALSEA,nep,NEHALEM-BOATLAUNCH,nepALSEANEHALEM-BOATLAUNCH,Underwater mooring,2.1,NEHALEM-BOATLAUNCH,45.7058122,-123.8874564
ALSEA,nep,NEHALEM-CONFLUENCE,nepALSEANEHALEM-CONFLUENCE,Underwater mooring,1.8,NEHALEM-CONFLUENCE,45.7347839,-123.8748561
ALSEA,nep,NEHALEM-JAWS,nepALSEANEHALEM-JAWS,Underwater mooring,4.6,NEHALEM-JAWS,45.6600147,-123.9327628
ALSEA,nep,NEHALEM-MOUTH,nepALSEANEHALEM-MOUTH,Underwater mooring,3.8,NEHALEM-MOUTH,45.6634186,-123.9292892
ALSEA,nep,NEHALEM-PARADISECOVE,nepALSEANEHALEM-PARADISECOVE,Underwater mooring,3.2,NEHALEM-PARADISECOVE,45.6901011,-123.8984069
ALSEA,nep,Oakland Marina-001,nepALSEAOakland Marina-001,Underwater mooring,3.4,Oakland Marina-001,44.4062700442,-123.992569236
ALSEA,nep,Oakland Marina-002,nepALSEAOakland Marina-002,Underwater mooring,3.7,Oakland Marina-002,44.4131573699,-123.994501715
ALSEA,nep,Oakland Marina-003,nepALSEAOakland Marina-003,Underwater mooring,3.0,Oakland Marina-003,44.4137616092,-123.996446262
ALSEA,nep,Taylor Marina-002,nepALSEATaylor Marina-002,Underwater mooring,4.6,Taylor Marina-002,44.4067648921,-123.946906312
ALSEA,nep,ALSEA-ABOVE5RIVERS,nepALSEAALSEA-ABOVE5RIVERS,Underwater mooring,1.5,ALSEA-ABOVE5RIVERS,44.3609694,-123.8285719
ALSEA,nep,ALSEA-FALL CR,nepALSEAALSEA-FALL CR,Underwater mooring,1.8,ALSEA-FALL CR,44.375655,-123.7307206
ALSEA,nep,ALSEA-HEADOFTIDE,nepALSEAALSEA-HEADOFTIDE,Underwater mooring,6.1,ALSEA-HEADOFTIDE,44.4024836,-123.8951375
ALSEA,nep,ALSEA-JAWS,nepALSEAALSEA-JAWS,Underwater mooring,6.1,ALSEA-JAWS,44.4219378,-124.0776739
ALSEA,nep,ALSEA-LOWESTUARY,nepALSEAALSEA-LOWESTUARY,Underwater mooring,3.4,ALSEA-LOWESTUARY,44.4372769,-124.0615078
ALSEA,nep,ALSEA-MOUTH,nepALSEAALSEA-MOUTH,Underwater mooring,6.4,ALSEA-MOUTH,44.4219378,-124.0776739
ALSEA,nep,ALSEA-OAKLANDS,nepALSEAALSEA-OAKLANDS,Underwater mooring,1.8,ALSEA-OAKLANDS,44.41317,-123.9941878
ALSEA,nep,ALSEA-TAYLORS,nepALSEAALSEA-TAYLORS,Underwater mooring,8.5,ALSEA-TAYLORS,44.4067714,-123.9451122
ALSEA,nep,Head of Tide-001,nepALSEAHead of Tide-001,Underwater mooring,6.1,Head of Tide-001,44.4042928674,-123.892804218
ALSEA,nep,Head of Tide-002,nepALSEAHead of Tide-002,Underwater mooring,4.9,Head of Tide-002,44.4035176943,-123.894073369
ALSEA,nep,Head of Tide-003,nepALSEAHead of Tide-003,Underwater mooring,3.4,Head of Tide-003,44.4107651986,-123.893908513
ALSEA,nep,Five rivers-001,nepALSEAFive rivers-001,Underwater mooring,1.5,Five rivers-001,44.3609690241,-123.828571965
ALSEA,nep,Upper Alsea-001,nepALSEAUpper Alsea-001,Underwater mooring,1.8,Upper Alsea-001,44.3736979154,-123.728386615
ALSEA,nep,S.FK NEHALEM,nepALSEAS.FK NEHALEM,Underwater mooring,3.7,S.FK NEHALEM,45.7318114,-123.8680878
ALSEA,nep,Taylor Marina-001,nepALSEATaylor Marina-001,Underwater mooring,8.2,Taylor Marina-001,44.4067797709,-123.945112366
BOOMBARI,nep,001,nepBOOMBARI001,Underwater mooring,NaN,001,23.485583,-109.4046
BOOONC,nep,BNDYP,nepBOOONCBNDYP,Underwater mooring,228.0,BNDYP,48.7663,-123.0402
BOOONC,nep,JF2C,nepBOOONCJF2C,Underwater mooring,180.0,JF2C,48.3607,-124.2128
BOOONC,nep,JFCN,nepBOOONCJFCN,Underwater mooring,231.0,JFCN,48.5081,-124.74912
BOOONC,nep,AS04,nepBOOONCAS04,Underwater mooring,118.0,AS04,48.3005,-123.3914
BOOONC,nep,MAC,nepBOOONCMAC,Underwater mooring,61.0,MAC,48.401,-123.4089
BOOONC,nep,AS04-1,nepBOOONCAS04-1,Underwater mooring,123.0,AS04-1,48.3001666667,-123.3912
BOOONC,nep,AS04-2,nepBOOONCAS04-2,Underwater mooring,119.0,AS04-2,48.30045,-123.39135
BOOONC,nep,AS04-3,nepBOOONCAS04-3,Underwater mooring,120.0,AS04-3,48.3003167,-123.3912833
BOOONC,nep,AS04-4,nepBOOONCAS04-4,Underwater mooring,121.0,AS04-4,48.300556,-123.390944
BOOONC,nep,AS04-5,nepBOOONCAS04-5,Underwater mooring,118.0,AS04-5,48.300888888,-123.391444444
BOOONC,nep,AS04-6,nepBOOONCAS04-6,Underwater mooring,121.0,AS04-6,48.30095,-123.3909167
BOOONC,nep,AS04-7,nepBOOONCAS04-7,Underwater mooring,119.0,AS04-7,48.3008,-123.3908
BOOONC,nep,AS04-8,nepBOOONCAS04-8,Underwater mooring,341.0,AS04-8,48.3009667,-123.3907333
BOOONC,nep,AS04-9,nepBOOONCAS04-9,Underwater mooring,119.0,AS04-9,48.300616666,-123.391133333
BOOONC,nep,BCH-1,nepBOOONCBCH-1,Underwater mooring,408.0,BCH-1,48.3332,-125.875583
BOOONC,nep,BCH-2,nepBOOONCBCH-2,Underwater mooring,415.0,BCH-2,48.3332,-125.875583
BOOONC,nep,BNDYP-1,nepBOOONCBNDYP-1,Underwater mooring,240.0,BNDYP-1,48.7659333333,-123.038516667
BOOONC,nep,BNDYP-10,nepBOOONCBNDYP-10,Underwater mooring,233.0,BNDYP-10,48.766333333,-123.03925
BOOONC,nep,BNDYP-2,nepBOOONCBNDYP-2,Underwater mooring,230.0,BNDYP-2,48.7663,-123.04022
BOOONC,nep,BNDYP-3,nepBOOONCBNDYP-3,Underwater mooring,235.0,BNDYP-3,48.7665333333,-123.039133333
BOOONC,nep,BNDYP-4,nepBOOONCBNDYP-4,Underwater mooring,229.0,BNDYP-4,48.766366,-123.0392166
BOOONC,nep,BNDYP-5,nepBOOONCBNDYP-5,Underwater mooring,230.0,BNDYP-5,48.7665,-123.039556
BOOONC,nep,BNDYP-6,nepBOOONCBNDYP-6,Underwater mooring,234.0,BNDYP-6,48.766222222,-123.039194444
BOOONC,nep,BNDYP-7,nepBOOONCBNDYP-7,Underwater mooring,231.0,BNDYP-7,48.76641667,-123.0387833
BOOONC,nep,BNDYP-8,nepBOOONCBNDYP-8,Underwater mooring,233.0,BNDYP-8,48.7666,-123.0379
BOOONC,nep,BNDYP-9,nepBOOONCBNDYP-9,Underwater mooring,237.0,BNDYP-9,48.7664167,-123.0390833
BOOONC,nep,JF2C-1,nepBOOONCJF2C-1,Underwater mooring,181.0,JF2C-1,48.3603833333,-124.213366667
BOOONC,nep,JF2C-2,nepBOOONCJF2C-2,Underwater mooring,183.0,JF2C-2,48.36067,-124.21282
BOOONC,nep,JF2C-3,nepBOOONCJF2C-3,Underwater mooring,191.0,JF2C-3,48.3563666667,-124.215766667
BOOONC,nep,JF2C-4,nepBOOONCJF2C-4,Underwater mooring,192.0,JF2C-4,48.3561833,-124.21602167
BOOONC,nep,JF2C-5,nepBOOONCJF2C-5,Underwater mooring,187.0,JF2C-5,48.356195,-124.216027
BOOONC,nep,JF2C-6,nepBOOONCJF2C-6,Underwater mooring,190.0,JF2C-6,48.356194966,-124.216026683
BOOONC,nep,JF2C-7,nepBOOONCJF2C-7,Underwater mooring,190.0,JF2C-7,48.3559745,-124.2157838
BOOONC,nep,JF2C-8,nepBOOONCJF2C-8,Underwater mooring,187.0,JF2C-8,48.35590331,-124.21588326
BOOONC,nep,JFCN-1,nepBOOONCJFCN-1,Underwater mooring,250.0,JFCN-1,48.5078833333,-124.750466667
BOOONC,nep,JFCN-2,nepBOOONCJFCN-2,Underwater mooring,245.0,JFCN-2,48.50813,-123.74912
BOOONC,nep,JFCN-3,nepBOOONCJFCN-3,Underwater mooring,235.0,JFCN-3,48.5084166667,-124.750716667
BOOONC,nep,JFCN-4,nepBOOONCJFCN-4,Underwater mooring,228.0,JFCN-4,48.508333,-124.7500833
BOOONC,nep,JFCN-5,nepBOOONCJFCN-5,Underwater mooring,232.0,JFCN-5,48.5083383,-124.7500933
BOOONC,nep,MAC-1,nepBOOONCMAC-1,Underwater mooring,65.0,MAC-1,48.4011666667,-123.408983333
BOOONC,nep,MAC-2,nepBOOONCMAC-2,Underwater mooring,62.0,MAC-2,48.401,-123.4089
BOOONC,nep,MAC-3,nepBOOONCMAC-3,Underwater mooring,62.0,MAC-3,48.4010833,-123.4089167
BOOONC,nep,MAC-4,nepBOOONCMAC-4,Underwater mooring,62.0,MAC-4,48.401139,-123.409083
BOOONC,nep,MAC-5,nepBOOONCMAC-5,Underwater mooring,62.0,MAC-5,48.401222222,-123.408777777
BOOONC,nep,MAC-6,nepBOOONCMAC-6,Underwater mooring,63.0,MAC-6,48.4011,-123.4084833
BOOONC,nep,MAC-7,nepBOOONCMAC-7,Underwater mooring,62.0,MAC-7,48.4013,-123.4083
BOOONC,nep,MAC-8,nepBOOONCMAC-8,Underwater mooring,62.0,MAC-8,48.4012,-123.4091333
BOOONC,nep,MAC-9,nepBOOONCMAC-9,Underwater mooring,62.0,MAC-9,48.401116666,-123.408966666
BRKS,nep,BROOKS001,nepBRKSBROOKS001,Underwater mooring,34.0,BROOKS001,50.12795,-127.92558
BRKS,nep,BROOKS002,nepBRKSBROOKS002,Underwater mooring,45.0,BROOKS002,50.12608,-127.93725
BRKS,nep,BROOKS003,nepBRKSBROOKS003,Underwater mooring,57.0,BROOKS003,50.12105,-127.94617
BRKS,nep,BROOKS004,nepBRKSBROOKS004,Underwater mooring,75.0,BROOKS004,50.1153,-127.95462
BRKS,nep,BROOKS005,nepBRKSBROOKS005,Underwater mooring,75.0,BROOKS005,50.10932,-127.96192
BRKS,nep,BROOKS006,nepBRKSBROOKS006,Underwater mooring,94.0,BROOKS006,50.103,-127.96865
BRKS,nep,BROOKS007,nepBRKSBROOKS007,Underwater mooring,110.0,BROOKS007,50.0969,-127.97582
BRKS,nep,BROOKS008,nepBRKSBROOKS008,Underwater mooring,137.0,BROOKS008,50.0903,-127.982
BURR,nep,BURRARD001,nepBURRBURRARD001,Underwater mooring,NaN,BURRARD001,49.29263,-123.04453
BURR,nep,BURRARD002,nepBURRBURRARD002,Underwater mooring,NaN,BURRARD002,49.29985,-123.04252
BURR,nep,BURRARD003,nepBURRBURRARD003,Underwater mooring,16.5,BURRARD003,49.28985,-123.24013
BURR,nep,BURRARD004,nepBURRBURRARD004,Underwater mooring,40.2,BURRARD004,49.29395,-123.24125
BURR,nep,BURRARD005,nepBURRBURRARD005,Underwater mooring,60.4,BURRARD005,49.29804,-123.24237
BURR,nep,BURRARD006,nepBURRBURRARD006,Underwater mooring,69.5,BURRARD006,49.30222,-123.24289
BURR,nep,BURRARD007,nepBURRBURRARD007,Underwater mooring,73.2,BURRARD007,49.30626,-123.24452
BURR,nep,BURRARD008,nepBURRBURRARD008,Underwater mooring,73.2,BURRARD008,49.31044,-123.24629
BURR,nep,BURRARD009,nepBURRBURRARD009,Underwater mooring,82.3,BURRARD009,49.3144,-123.24807
BURR,nep,BURRARD010,nepBURRBURRARD010,Underwater mooring,87.8,BURRARD010,49.31865,-123.24919
BURR,nep,BURRARD011,nepBURRBURRARD011,Underwater mooring,89.6,BURRARD011,49.323,-123.24994
BURR,nep,BURRARD012,nepBURRBURRARD012,Underwater mooring,76.8,BURRARD012,49.3273,-123.25128
BURR,nep,BURRARD013,nepBURRBURRARD013,Underwater mooring,49.4,BURRARD013,49.33156,-123.25219
BURR,nep,BURRARD014,nepBURRBURRARD014,Underwater mooring,31.1,BURRARD014,49.33381,-123.2553
CAPL,nep,CAPILANO001,nepCAPLCAPILANO001,Underwater mooring,NaN,CAPILANO001,49.3706,-123.1156
CAPL,nep,CAPILANO002,nepCAPLCAPILANO002,Underwater mooring,NaN,CAPILANO002,49.3754,-123.1127
CAPL,nep,CAPILANO003,nepCAPLCAPILANO003,Underwater mooring,NaN,CAPILANO003,49.373,-123.1184
CAPL,nep,CAPILANO004,nepCAPLCAPILANO004,Underwater mooring,NaN,CAPILANO004,49.3631,-123.1132
CAPL,nep,CAPILANO005,nepCAPLCAPILANO005,Underwater mooring,NaN,CAPILANO005,49.3669,-123.1078
CAPL,nep,CAPILANO006,nepCAPLCAPILANO006,Underwater mooring,NaN,CAPILANO006,49.3815,-123.1251
CAPL,nep,CAPILANO007,nepCAPLCAPILANO007,Underwater mooring,NaN,CAPILANO007,49.38,-123.1262
CAPL,nep,CAPILANO008,nepCAPLCAPILANO008,Underwater mooring,NaN,CAPILANO008,49.3909,-123.1377
CASC,nep,CASC_HD002,nepCASCCASC_HD002,Underwater mooring,30.2,CASC_HD002,45.05197,-124.03629
CASC,nep,CASC_HD003,nepCASCCASC_HD003,Underwater mooring,38.4,CASC_HD003,45.05207,-124.04546
CASC,nep,CASC_HD004,nepCASCCASC_HD004,Underwater mooring,47.5,CASC_HD004,45.05205,-124.0566
CASC,nep,CASC_HD005,nepCASCCASC_HD005,Underwater mooring,54.9,CASC_HD005,45.0523,-124.06683
CASC,nep,CASC_HD006,nepCASCCASC_HD006,Underwater mooring,60.4,CASC_HD006,45.05235,-124.07865
CASC,nep,CASC_HD007,nepCASCCASC_HD007,Underwater mooring,64.0,CASC_HD007,45.05257,-124.08683
CASC,nep,CASC_HD008,nepCASCCASC_HD008,Underwater mooring,73.2,CASC_HD008,45.05257,-124.09688
CASC,nep,CASC_HD009,nepCASCCASC_HD009,Underwater mooring,78.6,CASC_HD009,45.0527,-124.10682
CASC,nep,CASC_HD010,nepCASCCASC_HD010,Underwater mooring,86.0,CASC_HD010,45.0527,-124.11685
CASC,nep,CASC_HD011,nepCASCCASC_HD011,Underwater mooring,91.4,CASC_HD011,45.05257,-124.12688
CASC,nep,CASC_HD012,nepCASCCASC_HD012,Underwater mooring,95.1,CASC_HD012,45.05288,-124.13702
CASC,nep,CASC_HD013,nepCASCCASC_HD013,Underwater mooring,100.6,CASC_HD013,45.05292,-124.14687
CASC,nep,CASC_HD014,nepCASCCASC_HD014,Underwater mooring,104.2,CASC_HD014,45.05313,-124.15713
CASC,nep,CASC_HD015,nepCASCCASC_HD015,Underwater mooring,107.9,CASC_HD015,45.053,-124.16712
CASC,nep,CASC_HD016,nepCASCCASC_HD016,Underwater mooring,113.4,CASC_HD016,45.05318,-124.17705
CASC,nep,CASC_HD017,nepCASCCASC_HD017,Underwater mooring,120.7,CASC_HD017,45.05342,-124.18717
CASC,nep,CASC_HD018,nepCASCCASC_HD018,Underwater mooring,126.2,CASC_HD018,45.05342,-124.19712
CASC,nep,CASC_HD019,nepCASCCASC_HD019,Underwater mooring,131.7,CASC_HD019,45.05353,-124.20723
CASC,nep,CASC_HD020,nepCASCCASC_HD020,Underwater mooring,137.2,CASC_HD020,45.0536,-124.21722
CASC,nep,CASC_HD021,nepCASCCASC_HD021,Underwater mooring,142.6,CASC_HD021,45.05367,-124.2274
CASC,nep,CASC_HD022,nepCASCCASC_HD022,Underwater mooring,148.1,CASC_HD022,45.05393,-124.2376
CASC,nep,CASC_HD045,nepCASCCASC_HD045,Underwater mooring,259.7,CASC_HD045,45.0531,-124.38551
CASC,nep,CASC_HD046,nepCASCCASC_HD046,Underwater mooring,270.7,CASC_HD046,45.05313,-124.39368
CASC,nep,CASC_HD023,nepCASCCASC_HD023,Underwater mooring,153.6,CASC_HD023,45.05397,-124.2475
CASC,nep,CASC_HD024,nepCASCCASC_HD024,Underwater mooring,157.3,CASC_HD024,45.05418,-124.2575
CASC,nep,CASC_HD069,nepCASCCASC_HD069,Underwater mooring,411.5,CASC_HD069,45.05391,-124.58157
CASC,nep,CASC_HD025,nepCASCCASC_HD025,Underwater mooring,160.9,CASC_HD025,45.05405,-124.26758
CASC,nep,CASC_HD026,nepCASCCASC_HD026,Underwater mooring,164.6,CASC_HD026,45.0544,-124.27777
CASC,nep,CASC_HD027,nepCASCCASC_HD027,Underwater mooring,168.2,CASC_HD027,45.0546,-124.2879
CASC,nep,CASC_HD028,nepCASCCASC_HD028,Underwater mooring,171.9,CASC_HD028,45.05462,-124.298
CASC,nep,CASC_HD029,nepCASCCASC_HD029,Underwater mooring,177.4,CASC_HD029,45.05453,-124.30818
CASC,nep,CASC_HD030,nepCASCCASC_HD030,Underwater mooring,184.7,CASC_HD030,45.05455,-124.32002
CASC,nep,CASC_HD031,nepCASCCASC_HD031,Underwater mooring,164.6,CASC_HD031,45.0527,-124.27136
CASC,nep,CASC_HD032,nepCASCCASC_HD032,Underwater mooring,167.9,CASC_HD032,45.05276,-124.27927
CASC,nep,CASC_HD033,nepCASCCASC_HD033,Underwater mooring,171.0,CASC_HD033,45.05276,-124.28753
CASC,nep,CASC_HD034,nepCASCCASC_HD034,Underwater mooring,174.1,CASC_HD034,45.05283,-124.29565
CASC,nep,CASC_HD035,nepCASCCASC_HD035,Underwater mooring,177.4,CASC_HD035,45.05279,-124.30381
CASC,nep,CASC_HD036,nepCASCCASC_HD036,Underwater mooring,182.1,CASC_HD036,45.05279,-124.312
CASC,nep,CASC_HD037,nepCASCCASC_HD037,Underwater mooring,186.5,CASC_HD037,45.05276,-124.32016
CASC,nep,CASC_HD038,nepCASCCASC_HD038,Underwater mooring,193.9,CASC_HD038,45.05284,-124.32832
CASC,nep,CASC_HD039,nepCASCCASC_HD039,Underwater mooring,201.2,CASC_HD039,45.05282,-124.33644
CASC,nep,CASC_HD040,nepCASCCASC_HD040,Underwater mooring,208.5,CASC_HD040,45.05276,-124.34466
CASC,nep,CASC_HD042,nepCASCCASC_HD042,Underwater mooring,226.8,CASC_HD042,45.05306,-124.3609
CASC,nep,CASC_HD043,nepCASCCASC_HD043,Underwater mooring,237.7,CASC_HD043,45.05313,-124.36919
CASC,nep,CASC_HD044,nepCASCCASC_HD044,Underwater mooring,250.5,CASC_HD044,45.05288,-124.37743
CASC,nep,CASC_HD047,nepCASCCASC_HD047,Underwater mooring,283.5,CASC_HD047,45.0529,-124.40179
CASC,nep,CASC_HD048,nepCASCCASC_HD048,Underwater mooring,294.4,CASC_HD048,45.05328,-124.4099
CASC,nep,CASC_HD049,nepCASCCASC_HD049,Underwater mooring,299.9,CASC_HD049,45.05326,-124.41812
CASC,nep,CASC_HD050,nepCASCCASC_HD050,Underwater mooring,310.9,CASC_HD050,45.05333,-124.42629
CASC,nep,CASC_HD052,nepCASCCASC_HD052,Underwater mooring,325.5,CASC_HD052,45.05335,-124.44257
CASC,nep,CASC_HD053,nepCASCCASC_HD053,Underwater mooring,329.2,CASC_HD053,45.05335,-124.4506
CASC,nep,CASC_HD054,nepCASCCASC_HD054,Underwater mooring,336.5,CASC_HD054,45.05332,-124.4589
CASC,nep,CASC_HD055,nepCASCCASC_HD055,Underwater mooring,342.0,CASC_HD055,45.05318,-124.46727
CASC,nep,CASC_HD056,nepCASCCASC_HD056,Underwater mooring,347.5,CASC_HD056,45.0532,-124.47558
CASC,nep,CASC_HD057,nepCASCCASC_HD057,Underwater mooring,353.0,CASC_HD057,45.05348,-124.48342
CASC,nep,CASC_HD059,nepCASCCASC_HD059,Underwater mooring,362.1,CASC_HD059,45.05358,-124.49987
CASC,nep,CASC_HD060,nepCASCCASC_HD060,Underwater mooring,365.8,CASC_HD060,45.05367,-124.50804
CASC,nep,CASC_HD061,nepCASCCASC_HD061,Underwater mooring,369.4,CASC_HD061,45.05357,-124.51608
CASC,nep,CASC_HD062,nepCASCCASC_HD062,Underwater mooring,371.2,CASC_HD062,45.05369,-124.52432
CASC,nep,CASC_HD063,nepCASCCASC_HD063,Underwater mooring,374.9,CASC_HD063,45.05363,-124.53249
CASC,nep,CASC_HD064,nepCASCCASC_HD064,Underwater mooring,378.6,CASC_HD064,45.05373,-124.54069
CASC,nep,CASC_HD066,nepCASCCASC_HD066,Underwater mooring,391.4,CASC_HD066,45.05372,-124.55688
CASC,nep,CASC_HD067,nepCASCCASC_HD067,Underwater mooring,396.8,CASC_HD067,45.05377,-124.56521
CASC,nep,CASC_HD068,nepCASCCASC_HD068,Underwater mooring,404.2,CASC_HD068,45.05389,-124.5732
CASC,nep,CASC_HD070,nepCASCCASC_HD070,Underwater mooring,420.6,CASC_HD070,45.05375,-124.5897
CASC,nep,CASC_HD071,nepCASCCASC_HD071,Underwater mooring,427.9,CASC_HD071,45.05398,-124.59789
CASC,nep,CASC_HD041,nepCASCCASC_HD041,Underwater mooring,217.6,CASC_HD041,45.05301,-124.35281
CASC,nep,CASC_HD051,nepCASCCASC_HD051,Underwater mooring,316.4,CASC_HD051,45.0532,-124.43442
CASC,nep,CASC_HD058,nepCASCCASC_HD058,Underwater mooring,358.4,CASC_HD058,45.05353,-124.49176
CASC,nep,CASC_HD065,nepCASCCASC_HD065,Underwater mooring,385.9,CASC_HD065,45.05376,-124.54869
CCSALMON,nep,BURIAL_HO1,nepCCSALMONBURIAL_HO1,Underwater mooring,13.411,BURIAL_HO1,48.76977,-123.56252
CCSALMON,nep,BURIAL_HO2,nepCCSALMONBURIAL_HO2,Underwater mooring,19.202,BURIAL_HO2,48.76995,-123.56323
CCSALMON,nep,BURIAL_HO3,nepCCSALMONBURIAL_HO3,Underwater mooring,12.497,BURIAL_HO3,48.76878,-123.5641
CCSALMON,nep,MB_BUOY,nepCCSALMONMB_BUOY,Underwater mooring,4.877,MB_BUOY,48.8212,-123.5913
CCSALMON,nep,NREEF_HO1,nepCCSALMONNREEF_HO1,Underwater mooring,8.839,NREEF_HO1,48.91187,-123.62383
CCSALMON,nep,NREEF_HO2,nepCCSALMONNREEF_HO2,Underwater mooring,20.726,NREEF_HO2,48.91335,-123.62723
CCSALMON,nep,NREEF_HO3,nepCCSALMONNREEF_HO3,Underwater mooring,22.86,NREEF_HO3,48.91522,-123.62913
CCSALMON,nep,NREEF_HO4,nepCCSALMONNREEF_HO4,Underwater mooring,24.689,NREEF_HO4,48.91608,-123.62818
CCSALMON,nep,NREEF_HO5,nepCCSALMONNREEF_HO5,Underwater mooring,21.641,NREEF_HO5,48.91622,-123.62815
CCSALMON,nep,SAN_DOCK,nepCCSALMONSAN_DOCK,Underwater mooring,7.01,SAN_DOCK,48.78645,-123.56185
CCSALMON,nep,SAN_N_01,nepCCSALMONSAN_N_01,Underwater mooring,171.9072,SAN_N_01,48.84485,-123.57557
CCSALMON,nep,SAN_N_02,nepCCSALMONSAN_N_02,Underwater mooring,162.7632,SAN_N_02,48.84467,-123.58548
CCSALMON,nep,SAN_S_01,nepCCSALMONSAN_S_01,Underwater mooring,58.5216,SAN_S_01,48.74702,-123.55591
CCSALMON,nep,SAN_S_02,nepCCSALMONSAN_S_02,Underwater mooring,102.4128,SAN_S_02,48.74691,-123.56457
CCSALMON,nep,SAT_01,nepCCSALMONSAT_01,Underwater mooring,69.4944,SAT_01,48.6997,-123.47105
CCSALMON,nep,SAT_02,nepCCSALMONSAT_02,Underwater mooring,76.8096,SAT_02,48.70547,-123.47437
CCSALMON,nep,SAT_03,nepCCSALMONSAT_03,Underwater mooring,76.8096,SAT_03,48.7119,-123.47713
CCSALMON,nep,STU_01,nepCCSALMONSTU_01,Underwater mooring,111.5568,STU_01,48.9002,-123.59795
CCSALMON,nep,STU_02,nepCCSALMONSTU_02,Underwater mooring,171.9072,STU_02,48.89639,-123.60509
CCSALMON,nep,STU_03,nepCCSALMONSTU_03,Underwater mooring,181.0512,STU_03,48.89206,-123.6124
CCSALMON,nep,STU_04,nepCCSALMONSTU_04,Underwater mooring,142.6464,STU_04,48.8881,-123.62041
CCSALMON,nep,STU_05,nepCCSALMONSTU_05,Underwater mooring,65.8368,STU_05,48.8842,-123.62735
COLR,nep,COLR-RKm22.5_15,nepCOLRCOLR-RKm22.5_15,Underwater mooring,0.0,COLR-RKm22.5_15,46.20235,-123.85551
COLR,nep,COLR-RKm225.3_01,nepCOLRCOLR-RKm225.3_01,Underwater mooring,28.3,COLR-RKm225.3_01,45.60778,-122.0426
COLR,nep,COLR-RKm22.5_01,nepCOLRCOLR-RKm22.5_01,Underwater mooring,3.0,COLR-RKm22.5_01,46.19125,-123.85072
COLR,nep,COLR-RKm22.5_02,nepCOLRCOLR-RKm22.5_02,Underwater mooring,7.9,COLR-RKm22.5_02,46.19186,-123.85072
COLR,nep,COLR-RKm22.5_03,nepCOLRCOLR-RKm22.5_03,Underwater mooring,20.4,COLR-RKm22.5_03,46.19337,-123.85087
COLR,nep,COLR-RKm22.5_04,nepCOLRCOLR-RKm22.5_04,Underwater mooring,30.5,COLR-RKm22.5_04,46.19465,-123.85161
COLR,nep,COLR-RKm22.5_05,nepCOLRCOLR-RKm22.5_05,Underwater mooring,14.9,COLR-RKm22.5_05,46.19508,-123.85218
